1;2;Vejam bem, maioria dos homens apoiam. maioria de mulheres não. Homens tendem a serem lógicos, mulheres emotivas. Sera que mulheres acham que rodeios é judiação de animais? O que é claramente equivocado da parte delas. Como também isso se repete na PL3722, homens pensam logicamente, e são mais favorável ao cidadão ter menos restrições a armas de fogo para proteger seu patrimônio e sua família. Ja as mães, familiares, namoradas(os), principalmente de bandidos, acham isso um terror, por que qual mãe quer ver o filho bandido morto praticando um assalto? Logo são contra o direito das vitimas de si proteger do seu filho bandido. Vote consciente, vote com razão e não emoção! Brasil melhora rapidinho. 
2;2;Observando daquí, a debandada dos derrotados. Cadê o Sacoman Keffeyo, a Ana Animais e, o pilantra do Haroldo Girafales? Perderam a coragem de virem aquí na enquete, questionar a sanção do PL?  Corvardões perdedores: vão chorar no colinho da Luisa Mell.  
3;1;Dezenas de debates e ficou mais que provado que animais atletas nao sao animais maus tratados,parabens capitao augusto. 
4;1;PARABÉNS CAPITÃO AUGUSTO ISSO PROVA QUE QUEM AMA CUIDA,ANIMAIS TRATADOS COM MUITO CARINHO 
6;1;Parabéns ao presidente Michel Temer que sancionou a lei que, eleva o rodeio à condição de patrimônio cultural imaterial do Brasil infelizmente a vaquejada passou junto. Parabéns Capitão Augusto.  
7;1;Parabéns Capitão Augusto,agora é lei. 
8;1;PARABÉNS CAPITÃO AUGUSTO A NAÇÃO SERTANEJA ESTÁ COM VOCÊ. 
9;2;Sem noção é essas pessoas que nunca viram um animal de perto vir aqui falar tanta besteiras,,que animais tem seus testículos apertados,,que sofrem muito e trabalham até morrerem de cansaço,,vamos conhecer de perto como vivem e para onde iriam esses animas se não fossem usados no esporte. 
10;2;Ridiculo !!!!!! 
12;2;quem não  tem senso de prioridade é vc seu besta,,atores da globo falando que entre um polícial  e um traficante escolheriam salvar o traficante primeiro,,bandidos derrubando helicoptero da policia,,outros espulsando policiais maus armadas das cidades pra assaltarem banco,,vem vc aqui em falar em acabar com um esporte  ,vai te catar 
13;2;muitos acham ruim vc interagir com um animal,mas usam uma raquete de tenis feita através da tripa de um boi,comem gelatina,feita através de um derivado de algum boi ,ja tomaram alguma vacina que foi feita através do soro do sangue de algum boi.e muitos tratam de seu cachorro com uma ração que tambem foi feita com sangue e ossos de boi. 
15;1;Capitão augusto sendo homenageado em Cravinhos,,pareabéns capitão augusto. 
16;1;Capitão augusto,,pode contar com o voto do povo sertanejo nas proximas eleiçoes,,muito obrigado ! 
17;1;valeu capitão augusto te esperamos na proxima temporada,, seja muito bem vindo aos rodeios. 
18;1;PARABÉNS CAPITÃO AUGUSTO,MARAVILHOSA VITÓRIA. 
21;1;PARABÉNS CAPITÃO AUGUSTO,,PROJETO APROVADO NA CAMARA DOS DEPUTADOS E COM MAIORIA ABSOLUTA NO SENADO,,ISSO PROVA QUE NÓS SOMOS OS VERDADEIROS PROTETORES DOS ANIMAIS,,MEUS CAVALOS ESTÃO A DISPOSIÇÃO  PARA QUEM QUISER VER COMO VIVEM E COMO SÃO TRATADOS 
22;2;Pare de ser imbecil e aceite , que se foi aprovado é porque não é tao ilegal como vc imagina.saiba perder. 
23;2;ja te passei meu endereço,,ja te passei onde moro e meu apelido,,talvez vc esteja precisando vir aqui pra eu te dar o que vc está precisando..  não é o que vc pensou não,, é serviço  va procurar o que fazer e pare de pegar dinheiro de ong 
25;2;Observando daquí o silêncio dos derrotados que, difamaram o rodeio. Não conseguiram provar a existência de maus tratos aos animais de rodeio e, tomaram uma lavada na votação do Senado. Quero ver se estes esquerdopatas comedores de alface, que fazem oposição ao governo Temer, terão coragem de implorar à ele, para que vete este Projeto.  
26;2;Porque sera que as pessoas só querem defender os animais que estao no esporte,,os animais que estao morrendo de fome e sede no sertao da paraiba e no nordeste,não animais ? aqueles sim estão precisando de ajuda. 
30;2;Ana Animais e, Luiz Paulo Sacoman Almeida são a mesma pessoa. Que feio, criar fake, prá usar de expediente sujo. Vocês não precisam disto afinal estão vencendo consideravelmente na pesquisa.   
31;2;queremos ir para campinas ver seus animais,, cade seus animais ??? ou vc é mais uma daquelas que pena dinheiro de ongs mas nao tem animais algum 
32;1;nos somos os verdadeiros defensores dos animais,,vcs são aproveitadores que vivem as custas de ongs,,nós convivemos e nos doamos para os animais,,animal maltratado fica feio e não rende e nem vive muito tempo,,quem cuida ama e quem ama respeita. 
35;1;Senhora ana,, va ajudar os animais que realmente estao precisando,,milhares deles estao morrendo de fome e  de sede no pernambuco e no sertao do ceara..os nossos ja mais bem cuidados que sua familia..  mostre seus animais pra nós vamos debater quais vivem melhor..venha conhecer os nossos e nos mostre os seus. 
36;2;se foi aprovado é porque,,nao existe esses maus tratos que os ativistas,, que fogem dos debates dizem ter.. porque sera que toda vez que tem audiencia publica os ativista e seus argumentos vão embora antes de terminar. nos somos os verdadeiros defensores dos animais,,porque criamos e convivemos com eles. 
37;2;ANA DOS ANIMAIS QUE NÃO CUIDA DE ANIMAIS,,ATÉ S ANIMAIS DELA SÃO DELA SÃO DE MENTIRA  
38;2;VC COM CERTEZA USA REMEDIOS CONTROLADO E ELES DEVEM ESTAR EM FALTA. 
39;2;porq vc não vai nas audiencias publicas e nos debates  expor suas ideias ,,fica ai atraz desse computador só dando palpite azedo 
42;2;ENTAO TEMOS A CERTEZA QUE VC FUMA MACONHA ESTRAGADA,,,QUAL BARRETOS SERA VC VIU,,, CONFORME SE-,,APROVADO NA CAMARA DOS DEPUTADOS E NO SENADO,,VC NÃO É NINGUÉM E NEM TEM LAUDOS TECNICOS QUE PROVE MAUS TRATOS,,NOS DO MUNDO SEETANEJO SOMOS RELMENTE OS VERDADEIROS PROTETORES,,VCS SÓ QUEREM GANHAR DINHEIRO DE ONGS. 
43;2;HIPOCRITA E IGNORANTE É VC DE FALAR COISA QUE NUNCA DEVE TER VISTO DE PERTO,,GRAÇAS A LEIGOS COMO VC QUE AJUDARAM A SER APROVADO TÃO RAPIDAMENTE..CONHEÇA INFORME SE ANTES DE FALAR EM TORTURAS  ESSE NÃO É SEU MUNDO,,FIQUE LENDO LIVROS E NÃO FALE COISAS SEM SABER. 
44;2;Rodeio tem seu público fiel. Não precisamos de platéia, quem precisa de platéia são os artistas que vivem as custas do rodeio. Onde tiver dois cavalos ou 20 touros pulando, nós estaremos lá. Você não entendeu o espírito da coisa, não nos interessa a quantidade de público.  
46;2;Porque sera que os ativistas acham que só eles amam os animais,,quem pagaria caro em um cavalo,,gastaria uma puta grana para mante-lo em uma baia,com ração cara,,gastaria tempo para cuida-lo ,,porque quem tem um cavalo nao tem folga,,tem serviço todo dia,,para depois maltrata-lo,,tenha dó.. 
47;1;Rodeio é patrimônio cultural e econômico!  
50;2;nossa que mulher  louca,,, que vc anda tomando ????? 
51;1;Sou Medico Veterinário, mestre e doutor em Ciências Veterinárias, professor do Bem-estar Animal e apoio o rodeio e provas equestres e digo que a cultura nunca ira acabar por mais radicais incultos exista não vamos deixar isso acontecer. #soumaisrodeio  
53;2;Sacoman está de volta com seu fake. Viva o rodeio em touros e cavalos. E, que as vaquejadas e, as touradas sejam banidas da face da terra elas denigrem a imagem do rodeio, pois têm "ativista" de lan house, que pensa que é a mesma coisa.  
54;2;Fake de Campinas, hein Sacoman!?  Coincidência? Nem disfarça né.  
56;2;QUAL BARRETOS SERA QUE ESSA ALUCINADA VIU ??????????,,CUIDADO COM MACONHA ESTRAGA HEIN !!!!!!! 
58;2;4 agencias bancárias  assaltadas   simultaneamente  e um polícia expulsa da cidade essa noite em capivari sp,,e as pessoas achando que os criminosos desse país são os vagueiros.. um verdadeiro cangaço, e os vagueiros que são tratados como criminosos . 
59;2;com certeza as pessoas que falam aqui não sabem nada do mundo no campo,,ainda acham que apertam saco de boi,,outra falou que colocam cacos de vidros no anus dos cavalos,, se continuarem a falar isso ,,só vai ajudar pra que nunca acabe,, 
61;1;Vivi 11 anos montando em touros e só ví bons tratos. Diferente é o tratamento para o comércio de carnes que visa somente $ e no fim o animal é sacrificado num estress total para encher nossas barrigas, inclusive para aqueles que não gostam de rodeio mas, comem carne. Animal de rodeio pessoal é muito sortudo por ter pessoas que cuidam deles  e no final da vida tem o descanso  merecido! Animal de rodeio é sem dúvidas um atleta que não será sacrificado para encher nossas barrigas.  
62;2;Tortura é vc ser contra algo que levara muitos animais para o abate e deixará muitas pessoas sem trabalho. 
